wavelength[nm],power[dBm]
1565.430,-64.209
1565.440,-64.183
1565.450,-64.274
1565.460,-64.016
1565.470,-64.013
1565.480,-64.106
1565.490,-63.857
1565.500,-63.677
1565.510,-63.571
1565.520,-63.414
1565.530,-63.323
1565.540,-63.231
1565.550,-63.073
1565.560,-62.940
1565.570,-62.937
1565.580,-62.780
1565.590,-62.670
1565.600,-62.709
1565.610,-62.743
1565.620,-62.661
1565.630,-62.677
1565.640,-62.817
1565.650,-62.914
1565.660,-63.032
1565.670,-63.153
1565.680,-63.295
1565.690,-63.424
1565.700,-63.559
1565.710,-63.718
1565.720,-63.889
1565.730,-64.126
1565.740,-64.142
1565.750,-64.145
1565.760,-64.180
1565.770,-64.342
1565.780,-64.316
1565.790,-64.617
1565.800,-64.364
1565.810,-64.324
1565.820,-64.197
1565.830,-64.179
1565.840,-64.179
1565.850,-64.015
1565.860,-63.915
1565.870,-63.669
1565.880,-63.643
1565.890,-63.431
1565.900,-63.205
1565.910,-63.091
1565.920,-62.907
1565.930,-62.766
1565.940,-62.626
1565.950,-62.492
1565.960,-62.410
1565.970,-62.429
1565.980,-62.455
1565.990,-62.413
1566.000,-62.567
1566.010,-62.754
1566.020,-62.807
1566.030,-62.997
1566.040,-63.280
1566.050,-63.323
1566.060,-63.459
1566.070,-63.644
1566.080,-63.897
1566.090,-64.060
1566.100,-64.182
1566.110,-64.291
1566.120,-64.430
1566.130,-64.520
1566.140,-64.451
1566.150,-64.602
1566.160,-64.706
1566.170,-64.709
1566.180,-64.483
1566.190,-64.513
1566.200,-64.412
1566.210,-64.288
1566.220,-64.128
1566.230,-63.921
1566.240,-63.848
1566.250,-63.465
1566.260,-63.397
1566.270,-63.111
1566.280,-62.976
1566.290,-62.726
1566.300,-62.593
1566.310,-62.452
1566.320,-62.279
1566.330,-62.219
1566.340,-62.231
1566.350,-62.207
1566.360,-62.296
1566.370,-62.274
1566.380,-62.514
1566.390,-62.675
1566.400,-62.916
1566.410,-63.016
1566.420,-63.280
1566.430,-63.510
1566.440,-63.641
1566.450,-63.887
1566.460,-64.040
1566.470,-64.270
1566.480,-64.428
1566.490,-64.559
1566.500,-64.680
1566.510,-64.638
1566.520,-64.790
1566.530,-64.651
1566.540,-64.778
1566.550,-64.745
1566.560,-64.497
1566.570,-64.477
1566.580,-64.358
1566.590,-64.157
1566.600,-64.132
1566.610,-63.848
1566.620,-63.647
1566.630,-63.392
1566.640,-63.191
1566.650,-62.934
1566.660,-62.630
1566.670,-62.494
1566.680,-62.394
1566.690,-62.183
1566.700,-62.099
1566.710,-62.041
1566.720,-62.072
1566.730,-62.090
1566.740,-62.308
1566.750,-62.400
1566.760,-62.655
1566.770,-62.969
1566.780,-63.058
1566.790,-63.467
1566.800,-63.583
1566.810,-63.714
1566.820,-63.959
1566.830,-64.274
1566.840,-64.285
1566.850,-64.480
1566.860,-64.649
1566.870,-64.685
1566.880,-64.685
1566.890,-64.935
1566.900,-64.826
1566.910,-64.755
1566.920,-64.611
1566.930,-64.711
1566.940,-64.512
1566.950,-64.362
1566.960,-64.267
1566.970,-64.043
1566.980,-63.686
1566.990,-63.547
1567.000,-63.401
1567.010,-63.229
1567.020,-62.965
1567.030,-62.722
1567.040,-62.586
1567.050,-62.337
1567.060,-62.302
1567.070,-62.228
1567.080,-62.183
1567.090,-62.189
1567.100,-62.432
1567.110,-62.495
1567.120,-62.533
1567.130,-62.873
1567.140,-63.092
1567.150,-63.195
1567.160,-63.440
1567.170,-63.561
1567.180,-63.945
1567.190,-64.047
1567.200,-64.292
1567.210,-64.364
1567.220,-64.521
1567.230,-64.682
1567.240,-64.743
1567.250,-64.724
1567.260,-64.774
1567.270,-64.799
1567.280,-64.722
1567.290,-64.637
1567.300,-64.594
1567.310,-64.448
1567.320,-64.349
1567.330,-64.068
1567.340,-63.899
1567.350,-63.637
1567.360,-63.435
1567.370,-63.223
1567.380,-62.909
1567.390,-62.828
1567.400,-62.615
1567.410,-62.457
1567.420,-62.363
1567.430,-62.429
1567.440,-62.390
1567.450,-62.370
1567.460,-62.474
1567.470,-62.722
1567.480,-62.880
1567.490,-63.014
1567.500,-63.289
1567.510,-63.511
1567.520,-63.788
1567.530,-64.103
1567.540,-64.167
1567.550,-64.317
1567.560,-64.529
1567.570,-64.695
1567.580,-64.792
1567.590,-64.947
1567.600,-64.973
1567.610,-64.952
1567.620,-64.923
1567.630,-64.980
1567.640,-64.835
1567.650,-64.622
1567.660,-64.538
1567.670,-64.336
1567.680,-64.316
1567.690,-64.083
1567.700,-63.836
1567.710,-63.615
1567.720,-63.304
1567.730,-63.087
1567.740,-62.899
1567.750,-62.713
1567.760,-62.523
1567.770,-62.308
1567.780,-62.227
1567.790,-62.254
1567.800,-62.265
1567.810,-62.322
1567.820,-62.513
1567.830,-62.687
1567.840,-62.818
1567.850,-63.098
1567.860,-63.323
1567.870,-63.640
1567.880,-63.897
1567.890,-64.160
1567.900,-64.261
1567.910,-64.465
1567.920,-64.680
1567.930,-64.835
1567.940,-64.954
1567.950,-65.011
1567.960,-65.122
1567.970,-65.003
1567.980,-65.062
1567.990,-65.095
1568.000,-64.992
1568.010,-64.944
1568.020,-64.869
1568.030,-64.724
1568.040,-64.505
1568.050,-64.304
1568.060,-64.174
1568.070,-63.879
1568.080,-63.586
1568.090,-63.398
1568.100,-63.028
1568.110,-62.937
1568.120,-62.728
1568.130,-62.492
1568.140,-62.326
1568.150,-62.292
1568.160,-62.340
1568.170,-62.286
1568.180,-62.403
1568.190,-62.509
1568.200,-62.630
1568.210,-62.891
1568.220,-63.152
1568.230,-63.478
1568.240,-63.692
1568.250,-63.922
1568.260,-64.105
1568.270,-64.472
1568.280,-64.584
1568.290,-64.759
1568.300,-64.835
1568.310,-65.074
1568.320,-65.185
1568.330,-65.173
1568.340,-65.151
1568.350,-65.287
1568.360,-65.186
1568.370,-65.055
1568.380,-64.966
1568.390,-64.859
1568.400,-64.596
1568.410,-64.569
1568.420,-64.367
1568.430,-63.991
1568.440,-63.795
1568.450,-63.499
1568.460,-63.260
1568.470,-63.056
1568.480,-62.883
1568.490,-62.691
1568.500,-62.621
1568.510,-62.380
1568.520,-62.284
1568.530,-62.348
1568.540,-62.324
1568.550,-62.485
1568.560,-62.584
1568.570,-62.749
1568.580,-63.008
1568.590,-63.143
1568.600,-63.616
1568.610,-63.707
1568.620,-63.942
1568.630,-64.036
1568.640,-64.388
1568.650,-64.638
1568.660,-64.703
1568.670,-64.781
1568.680,-64.877
1568.690,-64.986
1568.700,-65.090
1568.710,-65.041
1568.720,-65.022
1568.730,-65.043
1568.740,-64.988
1568.750,-64.970
1568.760,-64.762
1568.770,-64.569
1568.780,-64.425
1568.790,-64.245
1568.800,-64.158
1568.810,-63.933
1568.820,-63.610
1568.830,-63.529
1568.840,-63.305
1568.850,-63.056
1568.860,-62.931
1568.870,-62.668
1568.880,-62.608
1568.890,-62.495
1568.900,-62.533
1568.910,-62.575
1568.920,-62.668
1568.930,-62.716
1568.940,-62.887
1568.950,-63.010
1568.960,-63.199
1568.970,-63.342
1568.980,-63.557
1568.990,-63.760
1569.000,-64.019
1569.010,-64.169
1569.020,-64.409
1569.030,-64.593
1569.040,-64.604
1569.050,-64.606
1569.060,-64.817
1569.070,-64.649
1569.080,-64.859
1569.090,-64.762
1569.100,-64.809
1569.110,-64.601
1569.120,-64.625
1569.130,-64.440
1569.140,-64.362
1569.150,-64.198
1569.160,-64.156
1569.170,-64.008
1569.180,-63.807
1569.190,-63.524
1569.200,-63.462
1569.210,-63.368
1569.220,-63.139
1569.230,-63.082
1569.240,-63.049
1569.250,-63.024
1569.260,-62.931
1569.270,-62.880
1569.280,-62.935
1569.290,-62.975
1569.300,-63.075
1569.310,-63.125
1569.320,-63.346
1569.330,-63.391
1569.340,-63.535
1569.350,-63.693
1569.360,-63.785
1569.370,-63.938
1569.380,-64.077
1569.390,-64.204
1569.400,-64.324
1569.410,-64.464
1569.420,-64.560
1569.430,-64.523
1569.440,-64.516
1569.450,-64.548
1569.460,-64.610
1569.470,-64.639
1569.480,-64.539
1569.490,-64.447
1569.500,-64.375
1569.510,-64.202
1569.520,-64.057
1569.530,-63.910
1569.540,-63.990
1569.550,-63.836
1569.560,-63.628
1569.570,-63.513
1569.580,-63.475
1569.590,-63.372
1569.600,-63.237
1569.610,-63.144
1569.620,-63.154
1569.630,-63.128
1569.640,-63.091
1569.650,-63.128
1569.660,-63.179
1569.670,-63.328
1569.680,-63.317
1569.690,-63.491
1569.700,-63.695
1569.710,-63.766
1569.720,-63.835
1569.730,-64.061
1569.740,-64.072
1569.750,-64.134
1569.760,-64.314
1569.770,-64.242
1569.780,-64.431
1569.790,-64.407
1569.800,-64.533
1569.810,-64.492
1569.820,-64.616
1569.830,-64.481
1569.840,-64.528
1569.850,-64.444
1569.860,-64.354
1569.870,-64.378
1569.880,-64.236
1569.890,-64.269
1569.900,-63.970
1569.910,-63.946
1569.920,-63.915
1569.930,-63.694
1569.940,-63.565
1569.950,-63.465
1569.960,-63.370
1569.970,-63.274
1569.980,-63.238
1569.990,-63.191
1570.000,-63.285
1570.010,-63.290
1570.020,-63.319
1570.030,-63.350
1570.040,-63.419
1570.050,-63.506
1570.060,-63.602
1570.070,-63.648
1570.080,-63.841
1570.090,-63.932
1570.100,-63.981
1570.110,-64.231
1570.120,-64.281
1570.130,-64.514
1570.140,-64.530
1570.150,-64.602
1570.160,-64.524
1570.170,-64.826
1570.180,-64.850
1570.190,-64.765
1570.200,-64.725
1570.210,-64.637
1570.220,-64.649
1570.230,-64.687
1570.240,-64.569
1570.250,-64.518
1570.260,-64.370
1570.270,-64.270
1570.280,-64.071
1570.290,-64.098
1570.300,-63.906
1570.310,-63.704
1570.320,-63.528
1570.330,-63.411
1570.340,-63.315
1570.350,-63.276
1570.360,-63.111
1570.370,-63.233
1570.380,-63.113
1570.390,-63.095
1570.400,-63.210
1570.410,-63.247
1570.420,-63.311
1570.430,-63.408
1570.440,-63.545
1570.450,-63.737
1570.460,-63.784
1570.470,-64.013
1570.480,-64.071
1570.490,-64.250
1570.500,-64.491
1570.510,-64.687
1570.520,-64.471
1570.530,-64.874
1570.540,-64.781
1570.550,-64.954
1570.560,-65.052
1570.570,-64.979
1570.580,-65.000
1570.590,-65.066
1570.600,-64.953
1570.610,-64.935
1570.620,-65.012
1570.630,-64.616
1570.640,-64.675
1570.650,-64.541
1570.660,-64.410
1570.670,-64.175
1570.680,-63.956
1570.690,-63.910
1570.700,-63.704
1570.710,-63.537
1570.720,-63.340
1570.730,-63.175
1570.740,-63.042
1570.750,-62.957
1570.760,-62.949
1570.770,-62.963
1570.780,-62.993
1570.790,-63.065
1570.800,-63.149
1570.810,-63.277
1570.820,-63.433
1570.830,-63.620
1570.840,-63.661
1570.850,-63.876
1570.860,-64.210
1570.870,-64.252
1570.880,-64.457
1570.890,-64.659
1570.900,-64.713
1570.910,-64.875
1570.920,-64.910
1570.930,-65.100
1570.940,-65.110
1570.950,-65.084
1570.960,-65.083
1570.970,-65.235
1570.980,-65.305
1570.990,-65.178
1571.000,-64.965
1571.010,-64.929
1571.020,-64.932
1571.030,-64.769
1571.040,-64.590
1571.050,-64.288
1571.060,-64.202
1571.070,-63.949
1571.080,-63.823
1571.090,-63.545
1571.100,-63.405
1571.110,-63.254
1571.120,-63.141
1571.130,-63.002
1571.140,-63.067
1571.150,-62.873
1571.160,-62.945
1571.170,-62.945
1571.180,-62.970
1571.190,-63.205
1571.200,-63.300
1571.210,-63.431
1571.220,-63.807
1571.230,-63.935
1571.240,-64.149
1571.250,-64.231
1571.260,-64.430
1571.270,-64.616
1571.280,-64.789
1571.290,-65.038
1571.300,-64.998
1571.310,-65.080
1571.320,-65.096
1571.330,-65.228
1571.340,-65.416
1571.350,-65.113
1571.360,-65.183
1571.370,-65.210
1571.380,-64.939
1571.390,-64.766
1571.400,-64.720
1571.410,-64.461
1571.420,-64.222
1571.430,-64.183
1571.440,-64.072
1571.450,-63.884
1571.460,-63.618
1571.470,-63.503
1571.480,-63.218
1571.490,-63.234
1571.500,-63.184
1571.510,-63.039
1571.520,-63.019
1571.530,-63.030
1571.540,-63.124
1571.550,-63.198
1571.560,-63.404
1571.570,-63.465
1571.580,-63.596
1571.590,-63.881
1571.600,-64.000
1571.610,-64.160
1571.620,-64.442
1571.630,-64.514
1571.640,-64.690
1571.650,-64.950
1571.660,-64.919
1571.670,-65.112
1571.680,-65.109
1571.690,-64.989
1571.700,-65.186
1571.710,-65.254
1571.720,-65.190
1571.730,-65.202
1571.740,-64.973
1571.750,-64.827
1571.760,-64.738
1571.770,-64.618
1571.780,-64.460
1571.790,-64.215
1571.800,-64.087
1571.810,-63.921
1571.820,-63.780
1571.830,-63.485
1571.840,-63.383
1571.850,-63.288
1571.860,-63.111
1571.870,-62.925
1571.880,-63.031
1571.890,-63.032
1571.900,-63.097
1571.910,-63.278
1571.920,-63.270
1571.930,-63.392
1571.940,-63.709
1571.950,-63.838
1571.960,-64.167
1571.970,-64.196
1571.980,-64.399
1571.990,-64.594
1572.000,-64.781
1572.010,-64.970
1572.020,-65.173
1572.030,-65.149
1572.040,-65.296
1572.050,-65.303
1572.060,-65.239
1572.070,-65.313
1572.080,-65.225
1572.090,-65.231
1572.100,-65.185
1572.110,-64.991
1572.120,-64.768
1572.130,-64.638
1572.140,-64.564
1572.150,-64.222
1572.160,-64.095
1572.170,-63.956
1572.180,-63.690
1572.190,-63.473
1572.200,-63.260
1572.210,-63.150
1572.220,-62.990
1572.230,-63.000
1572.240,-62.993
1572.250,-62.858
1572.260,-63.000
1572.270,-63.105
1572.280,-63.335
1572.290,-63.502
1572.300,-63.635
1572.310,-63.854
1572.320,-64.090
1572.330,-64.449
1572.340,-64.630
1572.350,-64.772
1572.360,-65.007
1572.370,-65.152
1572.380,-65.208
1572.390,-65.334
1572.400,-65.411
1572.410,-65.461
1572.420,-65.520
1572.430,-65.761
1572.440,-65.379
1572.450,-65.502
1572.460,-65.428
1572.470,-65.275
1572.480,-65.037
1572.490,-64.928
1572.500,-64.678
1572.510,-64.451
1572.520,-64.263
1572.530,-64.092
1572.540,-63.756
1572.550,-63.503
1572.560,-63.257
1572.570,-63.045
1572.580,-62.939
1572.590,-62.742
1572.600,-62.702
1572.610,-62.663
1572.620,-62.711
1572.630,-62.874
1572.640,-62.974
1572.650,-63.194
1572.660,-63.429
1572.670,-63.741
1572.680,-63.955
1572.690,-64.154
1572.700,-64.590
1572.710,-64.655
1572.720,-64.968
1572.730,-65.179
1572.740,-65.388
1572.750,-65.467
1572.760,-65.576
1572.770,-65.958
1572.780,-65.807
1572.790,-65.908
1572.800,-65.971
1572.810,-65.819
1572.820,-65.629
1572.830,-65.588
1572.840,-65.639
1572.850,-65.416
1572.860,-65.078
1572.870,-64.962
1572.880,-64.678
1572.890,-64.451
1572.900,-64.299
1572.910,-63.983
1572.920,-63.703
1572.930,-63.379
1572.940,-63.062
1572.950,-62.829
1572.960,-62.893
1572.970,-62.808
1572.980,-62.786
1572.990,-62.769
1573.000,-62.794
1573.010,-63.054
1573.020,-63.317
1573.030,-63.440
1573.040,-63.769
1573.050,-64.127
1573.060,-64.276
1573.070,-64.675
1573.080,-64.742
1573.090,-65.069
1573.100,-65.317
1573.110,-65.295
1573.120,-65.601
1573.130,-65.777
1573.140,-65.758
1573.150,-66.083
1573.160,-65.898
1573.170,-66.148
1573.180,-66.078
1573.190,-65.731
1573.200,-65.734
1573.210,-65.564
1573.220,-65.469
1573.230,-65.306
1573.240,-65.335
1573.250,-65.016
1573.260,-64.502
1573.270,-64.440
1573.280,-64.241
1573.290,-63.983
1573.300,-63.723
1573.310,-63.495
1573.320,-63.233
1573.330,-63.176
1573.340,-63.113
1573.350,-63.058
1573.360,-63.078
1573.370,-62.993
1573.380,-63.129
1573.390,-63.336
1573.400,-63.577
1573.410,-63.716
1573.420,-63.990
1573.430,-64.266
1573.440,-64.597
1573.450,-64.740
1573.460,-65.003
1573.470,-65.106
1573.480,-65.349
1573.490,-65.548
1573.500,-65.639
1573.510,-65.658
1573.520,-65.831
1573.530,-65.714
1573.540,-65.658
1573.550,-65.706
1573.560,-65.785
1573.570,-65.563
1573.580,-65.554
1573.590,-65.470
1573.600,-65.344
1573.610,-65.127
1573.620,-64.901
1573.630,-64.829
1573.640,-64.435
1573.650,-64.284
1573.660,-64.134
1573.670,-63.992
1573.680,-63.701
1573.690,-63.634
1573.700,-63.632
1573.710,-63.516
1573.720,-63.558
1573.730,-63.590
1573.740,-63.587
1573.750,-63.839
1573.760,-63.874
1573.770,-64.062
1573.780,-64.128
1573.790,-64.398
1573.800,-64.540
1573.810,-64.781
1573.820,-64.951
1573.830,-65.129
1573.840,-65.207
1573.850,-65.364
1573.860,-65.185
1573.870,-65.569
1573.880,-65.590
1573.890,-65.681
1573.900,-65.627
1573.910,-65.432
1573.920,-65.589
1573.930,-65.376
1573.940,-65.446
1573.950,-65.304
1573.960,-65.149
1573.970,-65.061
1573.980,-64.748
1573.990,-64.798
1574.000,-64.658
1574.010,-64.376
1574.020,-64.182
1574.030,-64.021
1574.040,-63.929
1574.050,-63.974
1574.060,-63.669
1574.070,-63.774
1574.080,-63.766
1574.090,-63.780
1574.100,-63.827
1574.110,-63.900
1574.120,-63.916
1574.130,-64.154
1574.140,-64.264
1574.150,-64.479
1574.160,-64.613
1574.170,-64.764
1574.180,-64.896
1574.190,-65.045
1574.200,-65.166
1574.210,-65.226
1574.220,-65.218
1574.230,-65.568
1574.240,-65.583
1574.250,-65.484
1574.260,-65.650
1574.270,-65.447
1574.280,-65.588
1574.290,-65.490
1574.300,-65.511
1574.310,-65.176
1574.320,-65.032
1574.330,-65.015
1574.340,-64.974
1574.350,-64.841
1574.360,-64.537
1574.370,-64.429
1574.380,-64.306
1574.390,-64.098
1574.400,-64.051
1574.410,-63.910
1574.420,-63.868
1574.430,-63.871
1574.440,-63.706
1574.450,-63.807
1574.460,-63.847
1574.470,-64.058
1574.480,-64.056
1574.490,-64.183
1574.500,-64.335
1574.510,-64.502
1574.520,-64.793
1574.530,-64.747
1574.540,-64.935
1574.550,-64.930
1574.560,-65.108
1574.570,-65.162
1574.580,-65.366
1574.590,-65.569
1574.600,-65.718
1574.610,-65.631
1574.620,-65.576
1574.630,-65.756
1574.640,-65.420
1574.650,-65.397
1574.660,-65.330
1574.670,-65.312
1574.680,-65.162
1574.690,-65.184
1574.700,-65.131
1574.710,-64.779
1574.720,-64.667
1574.730,-64.559
1574.740,-64.345
1574.750,-64.183
1574.760,-63.863
1574.770,-63.901
1574.780,-63.848
1574.790,-63.642
1574.800,-63.540
1574.810,-63.591
1574.820,-63.588
1574.830,-63.719
1574.840,-63.723
1574.850,-63.905
1574.860,-64.033
1574.870,-64.231
1574.880,-64.406
1574.890,-64.423
1574.900,-64.659
1574.910,-64.945
1574.920,-64.998
1574.930,-65.158
1574.940,-65.262
1574.950,-65.651
1574.960,-65.564
1574.970,-65.786
1574.980,-65.824
1574.990,-65.962
1575.000,-65.852
1575.010,-65.780
1575.020,-65.956
1575.030,-65.784
1575.040,-65.745
1575.050,-65.601
1575.060,-65.559
1575.070,-65.472
1575.080,-65.191
1575.090,-65.334
1575.100,-64.937
1575.110,-64.672
1575.120,-64.590
1575.130,-64.314
1575.140,-64.273
1575.150,-64.064
1575.160,-63.876
1575.170,-63.821
1575.180,-63.792
1575.190,-63.604
1575.200,-63.676
1575.210,-63.701
1575.220,-63.957
1575.230,-63.859
1575.240,-63.889
1575.250,-64.095
1575.260,-64.328
1575.270,-64.318
1575.280,-64.547
1575.290,-64.784
1575.300,-64.842
1575.310,-65.065
1575.320,-65.298
1575.330,-65.214
1575.340,-65.301
1575.350,-65.589
1575.360,-65.869
1575.370,-65.847
1575.380,-65.915
1575.390,-65.963
1575.400,-65.952
1575.410,-65.775
1575.420,-65.805
1575.430,-65.740
1575.440,-65.793
1575.450,-65.573
1575.460,-65.605
1575.470,-65.529
1575.480,-65.119
1575.490,-65.228
1575.500,-64.868
1575.510,-64.700
1575.520,-64.566
1575.530,-64.381
1575.540,-64.214
1575.550,-64.103
1575.560,-63.960
1575.570,-63.733
1575.580,-63.687
1575.590,-63.641
1575.600,-63.634
1575.610,-63.695
1575.620,-63.809
1575.630,-63.930
1575.640,-64.056
1575.650,-64.068
1575.660,-64.339
1575.670,-64.454
1575.680,-64.663
1575.690,-64.797
1575.700,-65.140
1575.710,-65.266
1575.720,-65.469
1575.730,-65.450
1575.740,-65.604
1575.750,-65.753
1575.760,-65.907
1575.770,-65.955
1575.780,-66.035
1575.790,-66.007
1575.800,-66.131
1575.810,-66.002
1575.820,-66.170
1575.830,-66.140
1575.840,-65.851
1575.850,-65.906
1575.860,-65.716
1575.870,-65.379
1575.880,-65.350
1575.890,-65.326
1575.900,-65.211
1575.910,-65.048
1575.920,-64.807
1575.930,-64.655
1575.940,-64.568
1575.950,-64.476
