wavelength[nm],power[dBm]
1575.960,-64.281
1575.970,-64.338
1575.980,-64.312
1575.990,-64.223
1576.000,-64.226
1576.010,-64.163
1576.020,-64.213
1576.030,-64.231
1576.040,-64.404
1576.050,-64.501
1576.060,-64.701
1576.070,-64.678
1576.080,-64.948
1576.090,-64.998
1576.100,-65.132
1576.110,-65.361
1576.120,-65.322
1576.130,-65.663
1576.140,-65.697
1576.150,-65.758
1576.160,-65.753
1576.170,-65.780
1576.180,-65.879
1576.190,-65.885
1576.200,-65.780
1576.210,-65.679
1576.220,-65.760
1576.230,-65.667
1576.240,-65.525
1576.250,-65.571
1576.260,-65.497
1576.270,-65.474
1576.280,-65.328
1576.290,-65.144
1576.300,-65.017
1576.310,-64.881
1576.320,-64.872
1576.330,-64.832
1576.340,-64.682
1576.350,-64.745
1576.360,-64.848
1576.370,-64.765
1576.380,-64.822
1576.390,-64.925
1576.400,-64.899
1576.410,-64.919
1576.420,-65.066
1576.430,-65.091
1576.440,-65.421
1576.450,-65.351
1576.460,-65.512
1576.470,-65.412
1576.480,-65.559
1576.490,-65.894
1576.500,-65.698
1576.510,-65.808
1576.520,-65.698
1576.530,-65.698
1576.540,-65.596
1576.550,-65.666
1576.560,-65.767
1576.570,-65.648
1576.580,-65.696
1576.590,-65.430
1576.600,-65.260
1576.610,-65.226
1576.620,-65.115
1576.630,-64.970
1576.640,-64.977
1576.650,-64.770
1576.660,-64.740
1576.670,-64.667
1576.680,-64.577
1576.690,-64.620
1576.700,-64.670
1576.710,-64.665
1576.720,-64.713
1576.730,-64.866
1576.740,-64.976
1576.750,-64.845
1576.760,-65.013
1576.770,-65.266
1576.780,-65.513
1576.790,-65.566
1576.800,-65.796
1576.810,-65.917
1576.820,-65.899
1576.830,-66.038
1576.840,-66.132
1576.850,-66.275
1576.860,-66.301
1576.870,-66.254
1576.880,-66.270
1576.890,-66.235
1576.900,-66.121
1576.910,-66.169
1576.920,-66.050
1576.930,-65.948
1576.940,-65.623
1576.950,-65.693
1576.960,-65.504
1576.970,-65.277
1576.980,-65.162
1576.990,-64.926
1577.000,-64.708
1577.010,-64.587
1577.020,-64.292
1577.030,-64.229
1577.040,-64.117
1577.050,-64.148
1577.060,-63.937
1577.070,-63.906
1577.080,-63.854
1577.090,-64.095
1577.100,-64.177
1577.110,-64.391
1577.120,-64.568
1577.130,-64.804
1577.140,-64.990
1577.150,-65.244
1577.160,-65.310
1577.170,-65.743
1577.180,-65.867
1577.190,-66.252
1577.200,-66.354
1577.210,-66.591
1577.220,-66.693
1577.230,-66.666
1577.240,-66.789
1577.250,-67.011
1577.260,-66.922
1577.270,-66.987
1577.280,-66.898
1577.290,-66.633
1577.300,-66.861
1577.310,-66.791
1577.320,-66.441
1577.330,-66.273
1577.340,-65.884
1577.350,-65.491
1577.360,-65.534
1577.370,-65.206
1577.380,-64.921
1577.390,-64.462
1577.400,-64.312
1577.410,-63.987
1577.420,-63.801
1577.430,-63.593
1577.440,-63.539
1577.450,-63.321
1577.460,-63.418
1577.470,-63.437
1577.480,-63.578
1577.490,-63.754
1577.500,-63.923
1577.510,-64.266
1577.520,-64.543
1577.530,-64.856
1577.540,-65.349
1577.550,-65.619
1577.560,-65.821
1577.570,-66.172
1577.580,-66.210
1577.590,-66.715
1577.600,-66.623
1577.610,-66.707
1577.620,-66.909
1577.630,-67.131
1577.640,-67.269
1577.650,-67.052
1577.660,-66.840
1577.670,-66.909
1577.680,-66.839
1577.690,-66.765
1577.700,-66.725
1577.710,-66.709
1577.720,-66.311
1577.730,-66.051
1577.740,-65.641
1577.750,-65.459
1577.760,-65.138
1577.770,-64.921
1577.780,-64.606
1577.790,-64.360
1577.800,-64.094
1577.810,-63.829
1577.820,-63.705
1577.830,-63.656
1577.840,-63.495
1577.850,-63.600
1577.860,-63.645
1577.870,-63.792
1577.880,-64.045
1577.890,-64.288
1577.900,-64.639
1577.910,-64.886
1577.920,-65.105
1577.930,-65.574
1577.940,-65.757
1577.950,-66.041
1577.960,-66.044
1577.970,-66.516
1577.980,-66.748
1577.990,-67.106
1578.000,-67.009
1578.010,-67.156
1578.020,-67.037
1578.030,-67.010
1578.040,-67.126
1578.050,-67.229
1578.060,-67.095
1578.070,-66.957
1578.080,-66.971
1578.090,-66.871
1578.100,-66.646
1578.110,-66.459
1578.120,-66.348
1578.130,-66.211
1578.140,-65.784
1578.150,-65.775
1578.160,-65.365
1578.170,-65.426
1578.180,-64.970
1578.190,-64.888
1578.200,-64.539
1578.210,-64.415
1578.220,-64.258
1578.230,-64.374
1578.240,-64.068
1578.250,-64.156
1578.260,-64.344
1578.270,-64.371
1578.280,-64.516
1578.290,-64.518
1578.300,-64.722
1578.310,-64.961
1578.320,-65.281
1578.330,-65.425
1578.340,-65.372
1578.350,-65.614
1578.360,-65.599
1578.370,-66.007
1578.380,-66.041
1578.390,-65.961
1578.400,-66.110
1578.410,-66.199
1578.420,-66.125
1578.430,-66.141
1578.440,-66.129
1578.450,-66.066
1578.460,-66.200
1578.470,-66.193
1578.480,-66.210
1578.490,-65.836
1578.500,-65.824
1578.510,-65.806
1578.520,-65.898
1578.530,-65.845
1578.540,-65.746
1578.550,-65.697
1578.560,-65.629
1578.570,-65.576
1578.580,-65.574
1578.590,-65.766
1578.600,-65.847
1578.610,-65.650
1578.620,-65.700
1578.630,-65.890
1578.640,-65.945
1578.650,-65.964
1578.660,-65.935
1578.670,-66.156
1578.680,-65.931
1578.690,-66.025
1578.700,-66.001
1578.710,-66.073
1578.720,-65.917
1578.730,-66.048
1578.740,-65.762
1578.750,-65.810
1578.760,-65.745
1578.770,-65.675
1578.780,-65.457
1578.790,-65.354
1578.800,-65.343
1578.810,-65.263
1578.820,-65.254
1578.830,-65.292
1578.840,-65.204
1578.850,-65.362
1578.860,-65.314
1578.870,-65.258
1578.880,-65.333
1578.890,-65.461
1578.900,-65.464
1578.910,-65.732
1578.920,-65.821
1578.930,-65.916
1578.940,-66.119
1578.950,-66.342
1578.960,-66.471
1578.970,-66.690
1578.980,-66.724
1578.990,-66.929
1579.000,-67.118
1579.010,-67.113
1579.020,-66.931
1579.030,-67.113
1579.040,-67.073
1579.050,-67.286
1579.060,-67.067
1579.070,-66.966
1579.080,-66.628
1579.090,-66.549
1579.100,-66.180
1579.110,-66.033
1579.120,-65.367
1579.130,-65.143
1579.140,-64.851
1579.150,-64.275
1579.160,-63.677
1579.170,-63.155
1579.180,-62.748
1579.190,-62.302
1579.200,-61.874
1579.210,-61.753
1579.220,-61.719
1579.230,-61.847
1579.240,-62.210
1579.250,-62.779
1579.260,-63.350
1579.270,-64.032
1579.280,-64.648
1579.290,-65.346
1579.300,-66.119
1579.310,-66.759
1579.320,-67.184
1579.330,-67.964
1579.340,-68.407
1579.350,-68.776
1579.360,-69.095
1579.370,-69.746
1579.380,-69.936
1579.390,-70.312
1579.400,-70.601
1579.410,-70.320
1579.420,-71.301
1579.430,-71.864
1579.440,-71.464
1579.450,-71.371
1579.460,-71.028
1579.470,-71.883
1579.480,-70.900
1579.490,-71.855
1579.500,-71.380
1579.510,-71.983
1579.520,-71.748
1579.530,-71.492
1579.540,-71.325
1579.550,-71.306
1579.560,-70.431
1579.570,-70.259
1579.580,-69.967
1579.590,-69.805
1579.600,-69.586
1579.610,-68.589
1579.620,-69.071
1579.630,-67.946
1579.640,-67.887
1579.650,-67.221
1579.660,-67.122
1579.670,-66.697
1579.680,-66.005
1579.690,-64.373
1579.700,-62.231
1579.710,-60.036
1579.720,-58.094
1579.730,-55.738
1579.740,-53.347
1579.750,-50.610
1579.760,-46.495
1579.770,-37.476
1579.780,-32.049
1579.790,-28.433
1579.800,-24.610
1579.810,-19.464
1579.820,-9.777
1579.830,-5.976
1579.840,-5.569
1579.850,-5.891
1579.860,-8.938
1579.870,-16.757
1579.880,-20.643
1579.890,-25.071
1579.900,-29.453
1579.910,-37.215
1579.920,-45.613
1579.930,-49.146
1579.940,-52.303
1579.950,-55.031
1579.960,-56.834
1579.970,-58.203
1579.980,-59.757
1579.990,-61.122
1580.000,-62.313
1580.010,-63.273
1580.020,-64.041
1580.030,-64.633
1580.040,-64.928
1580.050,-65.476
1580.060,-65.852
1580.070,-65.812
1580.080,-65.882
1580.090,-66.134
1580.100,-66.550
1580.110,-66.234
1580.120,-66.622
1580.130,-66.799
1580.140,-66.361
1580.150,-66.378
1580.160,-66.368
1580.170,-66.087
1580.180,-65.902
1580.190,-65.523
1580.200,-65.360
1580.210,-65.043
1580.220,-64.806
1580.230,-64.246
1580.240,-64.117
1580.250,-63.588
1580.260,-63.111
1580.270,-62.626
1580.280,-62.140
1580.290,-61.736
1580.300,-61.293
1580.310,-60.930
1580.320,-60.647
1580.330,-60.547
1580.340,-60.548
1580.350,-60.598
1580.360,-60.730
1580.370,-61.043
1580.380,-61.377
1580.390,-62.024
1580.400,-62.460
1580.410,-62.889
1580.420,-63.360
1580.430,-63.940
1580.440,-64.304
1580.450,-64.739
1580.460,-65.246
1580.470,-65.566
1580.480,-65.965
1580.490,-66.154
1580.500,-66.340
1580.510,-66.883
1580.520,-66.674
1580.530,-67.143
1580.540,-66.978
1580.550,-67.043
1580.560,-67.448
1580.570,-67.192
1580.580,-67.403
1580.590,-67.236
1580.600,-67.110
1580.610,-67.304
1580.620,-67.146
1580.630,-66.957
1580.640,-66.706
1580.650,-66.394
1580.660,-66.301
1580.670,-65.907
1580.680,-65.451
1580.690,-65.232
1580.700,-64.884
1580.710,-64.327
1580.720,-63.919
1580.730,-63.529
1580.740,-63.104
1580.750,-62.599
1580.760,-62.075
1580.770,-61.767
1580.780,-61.497
1580.790,-61.374
1580.800,-61.339
1580.810,-61.363
1580.820,-61.569
1580.830,-61.837
1580.840,-62.207
1580.850,-62.666
1580.860,-63.072
1580.870,-63.453
1580.880,-64.049
1580.890,-64.352
1580.900,-64.791
1580.910,-65.190
1580.920,-65.625
1580.930,-65.784
1580.940,-66.035
1580.950,-66.349
1580.960,-66.636
1580.970,-66.829
1580.980,-66.954
1580.990,-67.120
1581.000,-67.002
1581.010,-67.108
1581.020,-67.146
1581.030,-67.038
1581.040,-67.067
1581.050,-66.919
1581.060,-66.784
1581.070,-66.598
1581.080,-66.509
1581.090,-66.039
1581.100,-65.951
1581.110,-65.554
1581.120,-65.446
1581.130,-65.052
1581.140,-64.803
1581.150,-64.330
1581.160,-64.151
1581.170,-63.849
1581.180,-63.581
1581.190,-63.329
1581.200,-62.996
1581.210,-63.017
1581.220,-62.919
1581.230,-62.930
1581.240,-62.997
1581.250,-63.287
1581.260,-63.409
1581.270,-63.713
1581.280,-64.122
1581.290,-64.337
1581.300,-64.868
1581.310,-64.852
1581.320,-65.184
1581.330,-65.408
1581.340,-65.705
1581.350,-66.076
1581.360,-66.277
1581.370,-66.316
1581.380,-66.643
1581.390,-66.783
1581.400,-66.855
1581.410,-66.809
1581.420,-66.940
1581.430,-66.987
1581.440,-66.834
1581.450,-66.914
1581.460,-66.747
1581.470,-66.784
1581.480,-66.549
1581.490,-66.538
1581.500,-66.414
1581.510,-65.993
1581.520,-65.739
1581.530,-65.769
1581.540,-65.449
1581.550,-65.218
1581.560,-65.031
1581.570,-64.615
1581.580,-64.411
1581.590,-64.216
1581.600,-64.031
1581.610,-63.938
1581.620,-63.835
1581.630,-63.793
1581.640,-63.743
1581.650,-63.847
1581.660,-63.890
1581.670,-63.973
1581.680,-64.087
1581.690,-64.338
1581.700,-64.418
1581.710,-64.834
1581.720,-65.118
1581.730,-65.282
1581.740,-65.297
1581.750,-65.767
1581.760,-65.818
1581.770,-65.917
1581.780,-66.288
1581.790,-66.373
1581.800,-66.227
1581.810,-66.490
1581.820,-66.411
1581.830,-66.435
1581.840,-66.272
1581.850,-66.411
1581.860,-66.309
1581.870,-66.421
1581.880,-66.374
1581.890,-66.207
1581.900,-66.006
1581.910,-66.024
1581.920,-65.891
1581.930,-65.943
1581.940,-65.657
1581.950,-65.687
1581.960,-65.501
1581.970,-65.380
1581.980,-65.420
1581.990,-65.310
1582.000,-65.106
1582.010,-65.173
1582.020,-65.125
1582.030,-65.245
1582.040,-65.152
1582.050,-65.104
1582.060,-65.204
1582.070,-65.305
1582.080,-65.313
1582.090,-65.211
1582.100,-65.274
1582.110,-65.599
1582.120,-65.527
1582.130,-65.508
1582.140,-65.578
1582.150,-65.649
1582.160,-65.651
1582.170,-65.609
1582.180,-65.645
1582.190,-65.774
1582.200,-65.655
1582.210,-65.661
1582.220,-65.738
1582.230,-65.828
1582.240,-65.589
1582.250,-65.612
1582.260,-65.549
1582.270,-65.314
1582.280,-65.497
1582.290,-65.219
1582.300,-65.328
1582.310,-65.131
1582.320,-65.311
1582.330,-65.280
1582.340,-65.412
1582.350,-65.224
1582.360,-65.440
1582.370,-65.621
1582.380,-65.594
1582.390,-65.502
1582.400,-65.916
1582.410,-65.991
1582.420,-65.982
1582.430,-66.053
1582.440,-66.136
1582.450,-66.235
1582.460,-66.211
1582.470,-66.411
1582.480,-66.476
1582.490,-66.240
1582.500,-66.463
1582.510,-66.635
1582.520,-66.497
1582.530,-66.390
1582.540,-66.274
1582.550,-66.236
1582.560,-66.281
1582.570,-65.951
1582.580,-65.764
1582.590,-65.637
1582.600,-65.517
1582.610,-65.295
1582.620,-65.206
1582.630,-65.074
1582.640,-64.805
1582.650,-64.819
1582.660,-64.753
1582.670,-64.638
1582.680,-64.589
1582.690,-64.616
1582.700,-64.650
1582.710,-64.610
1582.720,-64.798
1582.730,-64.704
1582.740,-64.955
1582.750,-65.391
1582.760,-65.423
1582.770,-65.637
1582.780,-65.769
1582.790,-66.167
1582.800,-66.224
1582.810,-66.432
1582.820,-66.726
1582.830,-66.848
1582.840,-66.675
1582.850,-66.969
1582.860,-66.966
1582.870,-67.222
1582.880,-66.949
1582.890,-67.140
1582.900,-67.193
1582.910,-66.962
1582.920,-67.133
1582.930,-66.972
1582.940,-66.514
1582.950,-66.539
1582.960,-66.267
1582.970,-66.070
1582.980,-65.987
1582.990,-65.584
1583.000,-65.418
1583.010,-65.153
1583.020,-64.786
1583.030,-64.588
1583.040,-64.365
1583.050,-64.184
1583.060,-64.153
1583.070,-63.961
1583.080,-64.058
1583.090,-63.921
1583.100,-64.123
1583.110,-64.199
1583.120,-64.480
1583.130,-64.656
1583.140,-64.947
1583.150,-65.372
1583.160,-65.462
1583.170,-65.851
1583.180,-66.339
1583.190,-66.287
1583.200,-66.526
1583.210,-66.891
1583.220,-67.112
1583.230,-67.317
1583.240,-67.229
1583.250,-67.358
1583.260,-67.319
1583.270,-67.494
1583.280,-67.284
1583.290,-67.421
1583.300,-67.583
1583.310,-67.258
1583.320,-67.079
1583.330,-67.143
1583.340,-67.079
1583.350,-66.796
1583.360,-66.355
1583.370,-66.071
1583.380,-66.074
1583.390,-65.843
1583.400,-65.463
1583.410,-65.094
1583.420,-64.754
1583.430,-64.722
1583.440,-64.429
1583.450,-64.333
1583.460,-64.191
1583.470,-64.251
1583.480,-64.253
1583.490,-64.286
1583.500,-64.671
1583.510,-64.767
1583.520,-64.974
1583.530,-65.270
1583.540,-65.422
1583.550,-65.749
1583.560,-66.125
1583.570,-66.227
1583.580,-66.556
1583.590,-66.638
1583.600,-66.909
1583.610,-66.770
1583.620,-67.037
1583.630,-67.198
1583.640,-67.561
1583.650,-67.217
1583.660,-67.648
1583.670,-67.452
1583.680,-67.306
1583.690,-67.417
1583.700,-67.228
1583.710,-66.927
1583.720,-66.836
1583.730,-66.627
1583.740,-66.410
1583.750,-66.245
1583.760,-66.019
1583.770,-65.817
1583.780,-65.563
1583.790,-65.198
1583.800,-65.217
1583.810,-65.071
1583.820,-65.000
1583.830,-64.817
1583.840,-64.636
1583.850,-64.638
1583.860,-64.822
1583.870,-64.521
1583.880,-64.892
1583.890,-64.977
1583.900,-65.199
1583.910,-65.267
1583.920,-65.601
1583.930,-66.016
1583.940,-66.263
1583.950,-66.200
1583.960,-66.399
1583.970,-66.731
1583.980,-66.834
1583.990,-66.848
1584.000,-66.963
1584.010,-67.198
1584.020,-67.297
1584.030,-67.002
1584.040,-67.180
1584.050,-67.281
1584.060,-67.212
1584.070,-67.181
1584.080,-67.177
1584.090,-67.185
1584.100,-66.788
1584.110,-66.696
1584.120,-66.371
1584.130,-66.399
1584.140,-66.267
1584.150,-66.145
1584.160,-65.956
1584.170,-65.810
1584.180,-65.560
1584.190,-65.510
1584.200,-65.458
1584.210,-65.345
1584.220,-65.334
1584.230,-65.492
1584.240,-65.393
1584.250,-65.604
1584.260,-65.797
1584.270,-65.904
1584.280,-66.038
1584.290,-65.981
1584.300,-66.320
1584.310,-66.388
1584.320,-66.550
1584.330,-66.690
1584.340,-66.838
1584.350,-66.789
1584.360,-67.074
1584.370,-66.997
1584.380,-66.992
1584.390,-67.179
1584.400,-67.084
1584.410,-67.118
1584.420,-66.978
1584.430,-66.971
1584.440,-66.833
1584.450,-66.680
1584.460,-66.571
1584.470,-66.499
1584.480,-66.354
1584.490,-66.427
1584.500,-66.146
1584.510,-66.079
1584.520,-66.010
1584.530,-65.856
1584.540,-65.772
1584.550,-65.890
1584.560,-65.649
1584.570,-65.729
1584.580,-65.637
1584.590,-65.609
1584.600,-65.832
1584.610,-65.970
1584.620,-65.739
1584.630,-66.024
1584.640,-66.359
1584.650,-66.290
1584.660,-66.496
1584.670,-66.561
1584.680,-66.743
1584.690,-67.075
1584.700,-67.056
1584.710,-67.174
1584.720,-67.158
1584.730,-67.701
1584.740,-67.198
1584.750,-67.349
1584.760,-67.253
1584.770,-67.503
1584.780,-67.442
1584.790,-67.360
1584.800,-67.076
1584.810,-66.901
1584.820,-66.941
1584.830,-66.894
1584.840,-66.388
1584.850,-66.466
1584.860,-66.163
1584.870,-66.170
1584.880,-66.026
1584.890,-65.705
1584.900,-65.678
1584.910,-65.715
1584.920,-65.493
1584.930,-65.491
1584.940,-65.579
1584.950,-65.666
1584.960,-65.543
1584.970,-65.722
1584.980,-65.773
1584.990,-65.813
1585.000,-66.063
1585.010,-66.196
1585.020,-66.483
1585.030,-66.708
1585.040,-66.937
1585.050,-66.871
1585.060,-67.090
1585.070,-67.263
1585.080,-67.182
1585.090,-67.463
1585.100,-67.483
1585.110,-67.533
1585.120,-67.395
1585.130,-67.443
1585.140,-67.643
1585.150,-67.387
1585.160,-67.516
1585.170,-67.279
1585.180,-67.119
1585.190,-67.304
1585.200,-67.041
1585.210,-66.812
1585.220,-66.656
1585.230,-66.703
1585.240,-66.237
1585.250,-66.263
1585.260,-66.057
1585.270,-65.908
1585.280,-65.778
1585.290,-65.496
1585.300,-65.519
1585.310,-65.337
1585.320,-65.442
1585.330,-65.407
1585.340,-65.366
1585.350,-65.581
1585.360,-65.471
1585.370,-65.843
1585.380,-65.914
1585.390,-66.062
1585.400,-66.213
1585.410,-66.430
1585.420,-66.542
1585.430,-66.892
1585.440,-66.900
1585.450,-67.099
1585.460,-67.187
1585.470,-67.678
1585.480,-67.702
1585.490,-67.615
1585.500,-67.459
1585.510,-67.703
1585.520,-67.561
1585.530,-67.502
1585.540,-67.747
1585.550,-67.618
1585.560,-67.459
1585.570,-67.491
1585.580,-67.358
1585.590,-67.469
1585.600,-67.155
1585.610,-67.078
1585.620,-66.802
1585.630,-66.542
1585.640,-66.253
1585.650,-66.266
1585.660,-66.000
1585.670,-66.035
1585.680,-66.181
1585.690,-65.821
1585.700,-65.732
1585.710,-65.517
1585.720,-65.430
1585.730,-65.462
1585.740,-65.543
1585.750,-65.990
1585.760,-65.907
1585.770,-65.852
1585.780,-65.999
1585.790,-66.346
1585.800,-66.273
1585.810,-66.466
1585.820,-66.557
1585.830,-66.868
1585.840,-66.882
1585.850,-67.175
1585.860,-67.225
1585.870,-67.224
1585.880,-67.139
1585.890,-67.215
1585.900,-67.574
1585.910,-67.345
1585.920,-67.548
1585.930,-67.346
1585.940,-67.604
1585.950,-67.214
1585.960,-67.259
1585.970,-67.253
1585.980,-67.242
1585.990,-67.012
1586.000,-66.969
1586.010,-67.117
1586.020,-66.764
1586.030,-66.707
1586.040,-66.429
1586.050,-66.442
1586.060,-66.160
1586.070,-66.340
1586.080,-66.067
1586.090,-66.057
1586.100,-65.906
1586.110,-65.891
1586.120,-65.943
1586.130,-65.822
1586.140,-66.280
1586.150,-66.029
1586.160,-66.297
1586.170,-66.133
1586.180,-66.403
1586.190,-66.475
1586.200,-66.747
1586.210,-66.851
1586.220,-66.803
1586.230,-66.978
1586.240,-67.104
1586.250,-67.086
1586.260,-66.886
1586.270,-67.311
1586.280,-67.413
1586.290,-67.034
1586.300,-67.252
1586.310,-67.181
1586.320,-67.327
1586.330,-67.235
1586.340,-67.293
1586.350,-67.191
1586.360,-67.284
1586.370,-67.385
1586.380,-67.031
1586.390,-66.905
1586.400,-66.726
1586.410,-66.780
1586.420,-66.848
1586.430,-66.445
1586.440,-66.577
1586.450,-66.308
1586.460,-66.233
1586.470,-66.377
1586.480,-66.247
1586.490,-66.318
1586.500,-66.260
1586.510,-66.073
1586.520,-66.288
1586.530,-66.285
1586.540,-66.476
1586.550,-66.618
1586.560,-66.459
1586.570,-66.674
1586.580,-66.542
1586.590,-66.956
1586.600,-66.869
1586.610,-66.925
1586.620,-66.993
1586.630,-67.114
1586.640,-67.292
1586.650,-67.346
1586.660,-67.412
1586.670,-67.522
1586.680,-67.406
1586.690,-67.549
1586.700,-67.732
1586.710,-67.247
1586.720,-67.249
1586.730,-67.300
1586.740,-67.277
1586.750,-67.056
1586.760,-67.254
1586.770,-67.037
1586.780,-66.709
1586.790,-66.764
1586.800,-66.713
1586.810,-66.779
1586.820,-66.645
1586.830,-66.651
1586.840,-66.564
1586.850,-66.382
1586.860,-66.412
1586.870,-66.584
1586.880,-66.563
1586.890,-66.564
1586.900,-66.428
1586.910,-66.603
1586.920,-66.644
1586.930,-66.683
1586.940,-66.964
1586.950,-66.970
1586.960,-67.344
1586.970,-67.372
1586.980,-67.213
1586.990,-67.391
1587.000,-67.516
1587.010,-67.467
1587.020,-67.761
1587.030,-67.623
1587.040,-67.540
1587.050,-67.779
1587.060,-67.716
1587.070,-67.469
1587.080,-67.703
1587.090,-67.620
1587.100,-67.575
1587.110,-67.200
1587.120,-67.735
1587.130,-67.265
1587.140,-67.128
1587.150,-67.011
1587.160,-67.147
1587.170,-66.736
1587.180,-66.775
1587.190,-66.688
1587.200,-66.470
1587.210,-66.695
1587.220,-66.376
1587.230,-66.427
1587.240,-66.315
1587.250,-66.370
1587.260,-66.535
1587.270,-66.376
1587.280,-66.246
1587.290,-66.581
1587.300,-66.604
1587.310,-67.132
1587.320,-67.056
1587.330,-67.268
1587.340,-67.143
1587.350,-67.331
1587.360,-67.634
1587.370,-67.585
1587.380,-67.665
1587.390,-67.851
1587.400,-67.954
1587.410,-67.673
1587.420,-68.107
1587.430,-67.985
1587.440,-68.198
1587.450,-68.162
1587.460,-67.782
1587.470,-67.973
1587.480,-67.667
1587.490,-67.950
1587.500,-67.729
1587.510,-67.432
1587.520,-67.277
1587.530,-67.139
1587.540,-67.301
1587.550,-66.794
1587.560,-66.903
1587.570,-66.582
1587.580,-66.823
1587.590,-66.203
1587.600,-66.398
1587.610,-66.185
1587.620,-66.376
1587.630,-66.313
1587.640,-66.302
1587.650,-66.667
1587.660,-66.437
1587.670,-66.459
1587.680,-66.818
1587.690,-66.787
1587.700,-67.245
1587.710,-67.223
1587.720,-67.610
1587.730,-67.846
1587.740,-67.920
1587.750,-67.705
1587.760,-68.195
1587.770,-68.372
1587.780,-67.998
1587.790,-68.328
1587.800,-68.129
1587.810,-68.671
1587.820,-68.512
1587.830,-68.173
1587.840,-68.332
1587.850,-68.030
1587.860,-67.898
1587.870,-67.990
1587.880,-68.082
1587.890,-67.829
1587.900,-67.626
1587.910,-67.296
1587.920,-67.205
1587.930,-67.146
1587.940,-66.799
1587.950,-66.696
1587.960,-66.554
1587.970,-66.435
1587.980,-66.159
1587.990,-66.255
1588.000,-66.087
1588.010,-66.402
1588.020,-66.244
1588.030,-66.600
1588.040,-66.509
1588.050,-66.559
1588.060,-66.729
1588.070,-67.276
1588.080,-67.010
1588.090,-67.283
1588.100,-67.494
1588.110,-67.480
1588.120,-67.628
1588.130,-67.664
1588.140,-68.137
1588.150,-68.193
1588.160,-68.357
1588.170,-68.124
1588.180,-68.830
1588.190,-68.484
1588.200,-68.387
1588.210,-68.500
1588.220,-68.472
1588.230,-68.502
1588.240,-68.619
1588.250,-68.710
1588.260,-68.207
1588.270,-67.948
1588.280,-67.557
1588.290,-67.500
1588.300,-67.566
1588.310,-67.374
1588.320,-67.094
1588.330,-66.753
1588.340,-66.771
1588.350,-66.701
1588.360,-66.500
1588.370,-66.266
1588.380,-66.472
1588.390,-66.251
1588.400,-66.340
1588.410,-66.476
1588.420,-66.372
1588.430,-66.604
1588.440,-66.849
1588.450,-67.035
1588.460,-66.910
1588.470,-67.367
1588.480,-67.451
1588.490,-67.539
1588.500,-67.453
1588.510,-68.064
1588.520,-68.161
1588.530,-68.246
1588.540,-68.430
1588.550,-68.677
1588.560,-68.637
1588.570,-68.644
1588.580,-68.771
1588.590,-68.534
1588.600,-68.218
1588.610,-68.370
1588.620,-68.131
1588.630,-68.298
1588.640,-68.042
1588.650,-67.929
1588.660,-67.717
1588.670,-67.604
1588.680,-67.683
1588.690,-67.372
1588.700,-67.296
1588.710,-66.661
1588.720,-66.764
1588.730,-66.608
1588.740,-66.582
1588.750,-66.561
1588.760,-66.412
1588.770,-66.650
1588.780,-66.499
1588.790,-66.681
1588.800,-66.794
1588.810,-66.958
1588.820,-67.092
1588.830,-67.522
1588.840,-67.702
1588.850,-67.606
1588.860,-68.043
1588.870,-67.681
1588.880,-68.113
1588.890,-68.180
1588.900,-68.289
1588.910,-68.417
1588.920,-68.518
1588.930,-68.368
1588.940,-68.316
1588.950,-68.205
1588.960,-68.183
1588.970,-68.236
1588.980,-68.412
1588.990,-68.717
1589.000,-68.635
1589.010,-67.913
1589.020,-67.944
1589.030,-67.902
1589.040,-67.748
1589.050,-67.467
1589.060,-67.070
1589.070,-67.318
1589.080,-67.094
1589.090,-66.886
1589.100,-66.930
1589.110,-66.924
1589.120,-66.729
1589.130,-66.839
1589.140,-66.623
1589.150,-66.687
1589.160,-66.669
1589.170,-67.274
1589.180,-67.206
1589.190,-67.163
1589.200,-67.355
1589.210,-67.514
1589.220,-68.134
1589.230,-67.621
1589.240,-67.898
1589.250,-67.920
1589.260,-68.423
1589.270,-68.169
1589.280,-68.348
1589.290,-68.665
1589.300,-68.607
1589.310,-69.222
1589.320,-68.792
1589.330,-68.485
1589.340,-68.532
1589.350,-68.415
1589.360,-68.430
1589.370,-68.274
1589.380,-67.939
1589.390,-68.279
1589.400,-68.321
1589.410,-67.810
1589.420,-67.720
1589.430,-67.790
1589.440,-67.381
1589.450,-67.382
1589.460,-66.994
1589.470,-67.087
1589.480,-66.979
1589.490,-66.919
1589.500,-66.889
1589.510,-66.597
1589.520,-66.917
1589.530,-67.126
1589.540,-67.020
1589.550,-67.098
1589.560,-67.394
1589.570,-67.671
1589.580,-67.613
1589.590,-68.037
1589.600,-67.913
1589.610,-68.013
1589.620,-68.765
1589.630,-68.207
1589.640,-68.772
1589.650,-69.087
1589.660,-68.956
1589.670,-69.370
1589.680,-68.827
1589.690,-68.723
1589.700,-68.988
1589.710,-69.502
1589.720,-69.040
1589.730,-68.605
1589.740,-68.563
1589.750,-68.374
1589.760,-68.757
1589.770,-68.391
1589.780,-67.958
1589.790,-67.752
1589.800,-67.579
1589.810,-67.396
1589.820,-67.405
1589.830,-67.146
1589.840,-66.989
1589.850,-66.896
1589.860,-66.941
1589.870,-66.702
1589.880,-66.944
1589.890,-66.625
1589.900,-66.650
1589.910,-67.105
1589.920,-67.269
1589.930,-67.206
