wavelength[nm],power[dBm]
1589.880,-68.649
1589.890,-68.876
1589.900,-68.875
1589.910,-68.889
1589.920,-69.357
1589.930,-68.941
1589.940,-68.629
1589.950,-68.789
1589.960,-68.402
1589.970,-68.614
1589.980,-68.550
1589.990,-68.368
1590.000,-68.593
1590.010,-68.190
1590.020,-67.748
1590.030,-67.675
1590.040,-67.475
1590.050,-67.416
1590.060,-67.624
1590.070,-67.081
1590.080,-67.045
1590.090,-67.031
1590.100,-66.984
1590.110,-67.054
1590.120,-67.186
1590.130,-67.072
1590.140,-66.940
1590.150,-67.242
1590.160,-67.365
1590.170,-67.776
1590.180,-67.479
1590.190,-67.839
1590.200,-67.798
1590.210,-68.248
1590.220,-68.266
1590.230,-68.449
1590.240,-68.603
1590.250,-68.506
1590.260,-68.872
1590.270,-69.139
1590.280,-69.311
1590.290,-69.061
1590.300,-69.024
1590.310,-68.836
1590.320,-69.097
1590.330,-68.988
1590.340,-68.661
1590.350,-68.778
1590.360,-68.442
1590.370,-68.311
1590.380,-68.085
1590.390,-67.935
1590.400,-68.089
1590.410,-67.627
1590.420,-67.768
1590.430,-67.759
1590.440,-67.090
1590.450,-67.288
1590.460,-67.199
1590.470,-67.191
1590.480,-66.932
1590.490,-67.423
1590.500,-67.045
1590.510,-67.355
1590.520,-67.311
1590.530,-67.639
1590.540,-67.226
1590.550,-68.099
1590.560,-67.700
1590.570,-68.164
1590.580,-68.048
1590.590,-68.210
1590.600,-68.058
1590.610,-68.463
1590.620,-68.634
1590.630,-68.760
1590.640,-68.828
1590.650,-68.690
1590.660,-68.647
1590.670,-68.948
1590.680,-68.979
1590.690,-68.905
1590.700,-69.124
1590.710,-69.123
1590.720,-69.100
1590.730,-68.711
1590.740,-68.920
1590.750,-68.407
1590.760,-68.187
1590.770,-68.452
1590.780,-68.240
1590.790,-68.258
1590.800,-68.024
1590.810,-67.835
1590.820,-67.757
1590.830,-67.687
1590.840,-67.491
1590.850,-67.597
1590.860,-67.579
1590.870,-67.525
1590.880,-67.408
1590.890,-67.390
1590.900,-67.765
1590.910,-67.383
1590.920,-67.492
1590.930,-67.377
1590.940,-67.784
1590.950,-67.886
1590.960,-68.096
1590.970,-68.210
1590.980,-68.037
1590.990,-68.287
1591.000,-68.671
1591.010,-68.462
1591.020,-68.456
1591.030,-68.800
1591.040,-68.534
1591.050,-68.707
1591.060,-69.072
1591.070,-68.595
1591.080,-69.324
1591.090,-68.851
1591.100,-68.563
1591.110,-68.110
1591.120,-68.579
1591.130,-68.259
1591.140,-68.844
1591.150,-68.602
1591.160,-68.258
1591.170,-67.988
1591.180,-68.031
1591.190,-68.042
1591.200,-67.964
1591.210,-67.717
1591.220,-67.438
1591.230,-67.769
1591.240,-67.565
1591.250,-67.656
1591.260,-67.584
1591.270,-67.336
1591.280,-67.676
1591.290,-67.624
1591.300,-67.758
1591.310,-68.125
1591.320,-67.960
1591.330,-67.955
1591.340,-68.108
1591.350,-68.231
1591.360,-68.379
1591.370,-68.404
1591.380,-68.767
1591.390,-68.155
1591.400,-68.921
1591.410,-68.920
1591.420,-68.535
1591.430,-68.864
1591.440,-68.648
1591.450,-68.738
1591.460,-68.590
1591.470,-68.579
1591.480,-68.445
1591.490,-68.787
1591.500,-68.486
1591.510,-69.085
1591.520,-68.391
1591.530,-68.445
1591.540,-68.263
1591.550,-68.308
1591.560,-68.465
1591.570,-68.128
1591.580,-67.835
1591.590,-68.075
1591.600,-67.401
1591.610,-68.134
1591.620,-67.783
1591.630,-67.735
1591.640,-67.889
1591.650,-67.874
1591.660,-67.277
1591.670,-68.020
1591.680,-67.814
1591.690,-67.951
1591.700,-67.653
1591.710,-68.125
1591.720,-67.855
1591.730,-68.456
1591.740,-68.258
1591.750,-68.652
1591.760,-68.537
1591.770,-68.593
1591.780,-68.464
1591.790,-68.691
1591.800,-68.884
1591.810,-68.999
1591.820,-68.746
1591.830,-68.790
1591.840,-68.925
1591.850,-68.861
1591.860,-68.636
1591.870,-68.960
1591.880,-69.034
1591.890,-68.740
1591.900,-68.538
1591.910,-68.761
1591.920,-68.667
1591.930,-68.549
1591.940,-68.024
1591.950,-68.011
1591.960,-68.379
1591.970,-67.928
1591.980,-67.872
1591.990,-67.731
1592.000,-67.944
