wavelength[nm],power[dBm]
1575.900,-64.972
1575.910,-65.208
1575.920,-65.419
1575.930,-65.571
1575.940,-65.723
1575.950,-65.979
1575.960,-66.114
1575.970,-66.165
1575.980,-66.135
1575.990,-66.418
1576.000,-66.548
1576.010,-66.830
1576.020,-66.746
1576.030,-66.613
1576.040,-66.784
1576.050,-66.816
1576.060,-66.670
1576.070,-66.689
1576.080,-66.707
1576.090,-66.457
1576.100,-66.354
1576.110,-66.449
1576.120,-66.275
1576.130,-65.821
1576.140,-66.084
1576.150,-65.709
1576.160,-65.579
1576.170,-65.393
1576.180,-65.396
1576.190,-65.148
1576.200,-64.983
1576.210,-65.043
1576.220,-64.937
1576.230,-64.910
1576.240,-64.935
1576.250,-65.051
1576.260,-64.827
1576.270,-64.933
1576.280,-65.199
1576.290,-65.323
1576.300,-65.436
1576.310,-65.589
1576.320,-65.623
1576.330,-65.816
1576.340,-65.952
1576.350,-66.106
1576.360,-66.362
1576.370,-65.952
1576.380,-66.322
1576.390,-66.405
1576.400,-66.479
1576.410,-66.572
1576.420,-66.613
1576.430,-66.545
1576.440,-66.564
1576.450,-66.364
1576.460,-66.385
1576.470,-66.297
1576.480,-66.152
1576.490,-66.199
1576.500,-65.929
1576.510,-65.886
1576.520,-65.820
1576.530,-65.668
1576.540,-65.557
1576.550,-65.399
1576.560,-65.362
1576.570,-65.542
1576.580,-65.293
1576.590,-65.452
1576.600,-65.377
1576.610,-65.445
1576.620,-65.546
1576.630,-65.549
1576.640,-65.819
1576.650,-65.560
1576.660,-65.718
1576.670,-65.898
1576.680,-66.057
1576.690,-65.859
1576.700,-65.954
1576.710,-66.149
1576.720,-66.360
1576.730,-66.351
1576.740,-66.288
1576.750,-66.469
1576.760,-66.515
1576.770,-66.475
1576.780,-66.371
1576.790,-66.403
1576.800,-66.261
1576.810,-66.334
1576.820,-66.407
1576.830,-65.842
1576.840,-65.881
1576.850,-65.849
1576.860,-65.617
1576.870,-65.533
1576.880,-65.510
1576.890,-65.405
1576.900,-65.207
1576.910,-65.437
1576.920,-65.488
1576.930,-65.407
1576.940,-65.307
1576.950,-65.185
1576.960,-65.422
1576.970,-65.495
1576.980,-65.570
1576.990,-65.798
1577.000,-65.785
1577.010,-65.882
1577.020,-66.222
1577.030,-66.240
1577.040,-66.248
1577.050,-66.603
1577.060,-66.568
1577.070,-66.629
1577.080,-66.732
1577.090,-66.889
1577.100,-66.884
1577.110,-66.790
1577.120,-66.883
1577.130,-67.091
1577.140,-66.938
1577.150,-66.714
1577.160,-66.558
1577.170,-66.475
1577.180,-66.402
1577.190,-66.053
1577.200,-66.166
1577.210,-65.933
1577.220,-65.604
1577.230,-65.386
1577.240,-65.291
1577.250,-65.072
1577.260,-65.015
1577.270,-64.770
1577.280,-64.675
1577.290,-64.593
1577.300,-64.699
1577.310,-64.862
1577.320,-64.744
1577.330,-64.935
1577.340,-65.025
1577.350,-65.220
1577.360,-65.508
1577.370,-65.831
1577.380,-65.938
1577.390,-66.162
1577.400,-66.411
1577.410,-66.720
1577.420,-66.737
1577.430,-66.863
1577.440,-67.241
1577.450,-67.351
1577.460,-67.445
1577.470,-67.584
1577.480,-67.529
1577.490,-67.609
1577.500,-67.398
1577.510,-67.339
1577.520,-67.513
1577.530,-67.483
1577.540,-66.834
1577.550,-66.994
1577.560,-66.603
1577.570,-66.735
1577.580,-66.423
1577.590,-65.838
1577.600,-65.979
1577.610,-65.483
1577.620,-65.343
1577.630,-64.983
1577.640,-64.693
1577.650,-64.702
1577.660,-64.496
1577.670,-64.274
1577.680,-64.202
1577.690,-64.325
1577.700,-64.400
1577.710,-64.624
1577.720,-64.709
1577.730,-65.074
1577.740,-65.021
1577.750,-65.591
1577.760,-65.741
1577.770,-65.806
1577.780,-66.339
1577.790,-66.556
1577.800,-66.734
1577.810,-66.812
1577.820,-67.214
1577.830,-67.271
1577.840,-67.430
1577.850,-67.419
1577.860,-67.547
1577.870,-67.605
1577.880,-67.523
1577.890,-67.578
1577.900,-67.424
1577.910,-67.393
1577.920,-67.374
1577.930,-67.569
1577.940,-67.171
1577.950,-66.808
1577.960,-66.350
1577.970,-66.592
1577.980,-66.271
1577.990,-65.886
1578.000,-65.673
1578.010,-65.462
1578.020,-65.287
1578.030,-65.135
1578.040,-64.936
1578.050,-64.679
1578.060,-64.712
1578.070,-64.517
1578.080,-64.676
1578.090,-64.612
1578.100,-64.931
1578.110,-65.111
1578.120,-65.168
1578.130,-65.478
1578.140,-65.571
1578.150,-66.000
1578.160,-66.234
1578.170,-66.706
1578.180,-66.748
1578.190,-66.985
1578.200,-67.071
1578.210,-67.435
1578.220,-67.257
1578.230,-68.015
1578.240,-67.510
1578.250,-67.666
1578.260,-67.688
1578.270,-67.649
1578.280,-67.417
1578.290,-67.501
1578.300,-67.758
1578.310,-67.424
1578.320,-67.355
1578.330,-67.249
1578.340,-67.327
1578.350,-67.001
1578.360,-66.801
1578.370,-66.485
1578.380,-66.381
1578.390,-66.147
1578.400,-66.036
1578.410,-66.064
1578.420,-65.611
1578.430,-65.612
1578.440,-65.413
1578.450,-65.280
1578.460,-65.277
1578.470,-65.279
1578.480,-65.254
1578.490,-65.330
1578.500,-65.340
1578.510,-65.603
1578.520,-65.424
1578.530,-65.614
1578.540,-65.769
1578.550,-65.895
1578.560,-66.105
1578.570,-66.413
1578.580,-66.286
1578.590,-66.477
1578.600,-66.580
1578.610,-66.761
1578.620,-66.683
1578.630,-66.614
1578.640,-66.754
1578.650,-66.635
1578.660,-66.947
1578.670,-66.702
1578.680,-66.646
1578.690,-66.662
1578.700,-66.606
1578.710,-66.595
1578.720,-66.458
1578.730,-66.754
1578.740,-66.297
1578.750,-66.397
1578.760,-66.615
1578.770,-66.487
1578.780,-66.823
1578.790,-66.640
1578.800,-66.765
1578.810,-66.656
1578.820,-66.606
1578.830,-66.656
1578.840,-66.871
1578.850,-66.999
1578.860,-66.770
1578.870,-66.741
1578.880,-66.657
1578.890,-66.739
1578.900,-66.712
1578.910,-67.045
1578.920,-66.939
1578.930,-66.947
1578.940,-66.573
1578.950,-66.577
1578.960,-66.607
1578.970,-66.575
1578.980,-66.592
1578.990,-66.619
1579.000,-66.607
1579.010,-66.549
1579.020,-66.166
1579.030,-66.323
1579.040,-66.071
1579.050,-66.000
1579.060,-65.933
1579.070,-65.928
1579.080,-65.778
1579.090,-65.978
1579.100,-65.952
1579.110,-65.955
1579.120,-66.161
1579.130,-66.230
1579.140,-66.405
1579.150,-66.436
1579.160,-66.689
1579.170,-66.737
1579.180,-66.779
1579.190,-67.140
1579.200,-66.932
1579.210,-67.138
1579.220,-67.195
1579.230,-67.658
1579.240,-67.731
1579.250,-67.330
1579.260,-67.489
1579.270,-67.231
1579.280,-67.178
1579.290,-67.292
1579.300,-67.269
1579.310,-67.292
1579.320,-66.990
1579.330,-66.724
1579.340,-66.532
1579.350,-66.115
1579.360,-66.015
1579.370,-65.659
1579.380,-65.350
1579.390,-65.005
1579.400,-64.694
1579.410,-64.314
1579.420,-64.139
1579.430,-63.924
1579.440,-63.875
1579.450,-63.760
1579.460,-63.975
1579.470,-64.211
1579.480,-64.687
1579.490,-64.938
1579.500,-65.366
1579.510,-66.227
1579.520,-66.621
1579.530,-66.999
1579.540,-67.467
1579.550,-67.987
1579.560,-68.204
1579.570,-68.335
1579.580,-68.747
1579.590,-69.318
1579.600,-70.285
1579.610,-69.865
1579.620,-70.114
1579.630,-70.052
1579.640,-70.366
1579.650,-70.322
1579.660,-70.818
1579.670,-71.625
1579.680,-71.686
1579.690,-71.145
1579.700,-71.197
1579.710,-70.930
1579.720,-70.510
1579.730,-71.185
1579.740,-71.250
1579.750,-70.300
1579.760,-70.451
1579.770,-70.346
1579.780,-70.585
1579.790,-69.737
1579.800,-69.766
1579.810,-69.004
1579.820,-68.899
1579.830,-67.963
1579.840,-67.878
1579.850,-67.274
1579.860,-66.767
1579.870,-66.701
1579.880,-65.691
1579.890,-66.112
1579.900,-65.130
1579.910,-63.687
1579.920,-61.902
1579.930,-59.686
1579.940,-57.781
1579.950,-55.391
1579.960,-53.071
1579.970,-50.761
1579.980,-47.835
1579.990,-42.881
1580.000,-34.313
1580.010,-29.535
1580.020,-25.218
1580.030,-22.383
1580.040,-16.293
1580.050,-6.886
1580.060,-4.004
1580.070,-3.723
1580.080,-4.153
1580.090,-7.921
1580.100,-15.706
1580.110,-18.745
1580.120,-23.722
1580.130,-27.922
1580.140,-34.149
1580.150,-42.561
1580.160,-47.358
1580.170,-50.522
1580.180,-53.167
1580.190,-55.289
1580.200,-56.755
1580.210,-58.215
1580.220,-59.706
1580.230,-61.225
1580.240,-62.215
1580.250,-62.940
1580.260,-63.643
1580.270,-64.187
1580.280,-64.594
1580.290,-65.034
1580.300,-65.069
1580.310,-65.403
1580.320,-65.559
1580.330,-65.648
1580.340,-65.926
1580.350,-65.983
1580.360,-66.004
1580.370,-65.795
1580.380,-66.093
1580.390,-65.855
1580.400,-65.811
1580.410,-65.443
1580.420,-65.207
1580.430,-65.147
1580.440,-64.830
1580.450,-64.537
1580.460,-64.083
1580.470,-63.846
1580.480,-63.525
1580.490,-63.028
1580.500,-62.531
1580.510,-62.048
1580.520,-61.531
1580.530,-61.192
1580.540,-60.907
1580.550,-60.611
1580.560,-60.419
1580.570,-60.342
1580.580,-60.462
1580.590,-60.572
1580.600,-60.805
1580.610,-61.156
1580.620,-61.558
1580.630,-62.137
1580.640,-62.486
1580.650,-63.087
1580.660,-63.601
1580.670,-63.989
1580.680,-64.259
1580.690,-64.844
1580.700,-65.196
1580.710,-65.581
1580.720,-65.750
1580.730,-66.192
1580.740,-66.439
1580.750,-66.430
1580.760,-66.721
1580.770,-66.952
1580.780,-66.998
1580.790,-67.107
1580.800,-67.135
1580.810,-67.165
1580.820,-66.999
1580.830,-67.214
1580.840,-67.241
1580.850,-67.063
1580.860,-66.731
1580.870,-66.925
1580.880,-66.772
1580.890,-66.353
1580.900,-66.255
1580.910,-65.969
1580.920,-65.900
1580.930,-65.282
1580.940,-64.994
1580.950,-64.545
1580.960,-64.218
1580.970,-63.855
1580.980,-63.384
1580.990,-62.917
1581.000,-62.418
1581.010,-62.137
1581.020,-61.766
1581.030,-61.558
1581.040,-61.422
1581.050,-61.485
1581.060,-61.567
1581.070,-61.751
1581.080,-62.190
1581.090,-62.520
1581.100,-62.942
1581.110,-63.298
1581.120,-63.748
1581.130,-64.270
1581.140,-64.672
1581.150,-65.045
1581.160,-65.373
1581.170,-65.740
1581.180,-66.298
1581.190,-66.317
1581.200,-66.542
1581.210,-66.757
1581.220,-66.944
1581.230,-67.288
1581.240,-66.933
1581.250,-67.106
1581.260,-67.195
1581.270,-67.194
1581.280,-67.287
1581.290,-67.453
1581.300,-67.139
1581.310,-66.832
1581.320,-66.585
1581.330,-66.512
1581.340,-66.361
1581.350,-66.094
1581.360,-65.751
1581.370,-65.493
1581.380,-65.005
1581.390,-64.699
1581.400,-64.344
1581.410,-64.246
1581.420,-63.708
1581.430,-63.414
1581.440,-63.207
1581.450,-63.146
1581.460,-62.870
1581.470,-62.888
1581.480,-62.999
1581.490,-63.110
1581.500,-63.258
1581.510,-63.641
1581.520,-63.754
1581.530,-64.026
1581.540,-64.478
1581.550,-64.927
1581.560,-65.290
1581.570,-65.510
1581.580,-65.861
1581.590,-66.022
1581.600,-66.195
1581.610,-66.585
1581.620,-66.681
1581.630,-67.109
1581.640,-67.036
1581.650,-67.250
1581.660,-67.265
1581.670,-67.199
1581.680,-67.503
1581.690,-67.054
1581.700,-67.357
1581.710,-66.967
1581.720,-67.295
1581.730,-66.957
1581.740,-66.639
1581.750,-66.573
1581.760,-66.239
1581.770,-66.040
1581.780,-65.662
1581.790,-65.369
1581.800,-65.190
1581.810,-65.026
1581.820,-64.660
1581.830,-64.309
1581.840,-64.084
1581.850,-63.897
1581.860,-63.722
1581.870,-63.735
1581.880,-63.690
1581.890,-63.800
1581.900,-63.907
1581.910,-63.870
1581.920,-64.243
1581.930,-64.382
1581.940,-64.689
1581.950,-64.976
1581.960,-64.999
1581.970,-65.336
1581.980,-65.865
1581.990,-65.842
1582.000,-65.924
1582.010,-65.942
1582.020,-66.418
1582.030,-66.631
1582.040,-66.629
1582.050,-66.640
1582.060,-66.701
1582.070,-66.569
1582.080,-66.911
1582.090,-66.681
1582.100,-66.552
1582.110,-66.636
1582.120,-66.391
1582.130,-66.452
1582.140,-66.294
1582.150,-66.098
1582.160,-65.981
1582.170,-65.736
1582.180,-65.703
1582.190,-65.498
1582.200,-65.328
1582.210,-65.272
1582.220,-65.110
1582.230,-65.188
1582.240,-65.186
1582.250,-65.165
1582.260,-65.122
1582.270,-65.219
1582.280,-65.257
1582.290,-65.280
1582.300,-65.303
1582.310,-65.444
1582.320,-65.553
1582.330,-65.720
1582.340,-65.692
1582.350,-65.879
1582.360,-65.814
1582.370,-65.803
1582.380,-65.989
1582.390,-65.996
1582.400,-65.949
1582.410,-66.125
1582.420,-65.926
1582.430,-65.937
1582.440,-65.891
1582.450,-65.871
1582.460,-65.742
1582.470,-65.766
1582.480,-65.710
1582.490,-65.652
1582.500,-65.533
1582.510,-65.529
1582.520,-65.358
1582.530,-65.255
1582.540,-65.193
1582.550,-65.202
1582.560,-65.079
1582.570,-65.315
1582.580,-65.249
1582.590,-65.248
1582.600,-65.377
1582.610,-65.584
1582.620,-65.625
1582.630,-65.800
1582.640,-65.801
1582.650,-66.114
1582.660,-66.105
1582.670,-66.393
1582.680,-66.359
1582.690,-66.620
1582.700,-66.612
1582.710,-66.864
1582.720,-66.761
1582.730,-66.807
1582.740,-66.954
1582.750,-66.638
1582.760,-66.636
1582.770,-66.377
1582.780,-66.867
1582.790,-66.340
1582.800,-66.400
1582.810,-66.247
1582.820,-66.046
1582.830,-65.758
1582.840,-65.803
1582.850,-65.423
1582.860,-65.246
1582.870,-65.114
1582.880,-64.930
1582.890,-64.787
1582.900,-64.749
1582.910,-64.545
1582.920,-64.498
1582.930,-64.467
1582.940,-64.319
1582.950,-64.669
1582.960,-64.659
1582.970,-64.682
1582.980,-64.957
1582.990,-65.015
1583.000,-65.439
1583.010,-65.755
1583.020,-65.853
1583.030,-66.033
1583.040,-66.330
1583.050,-66.531
1583.060,-66.918
1583.070,-66.769
1583.080,-67.036
1583.090,-66.988
1583.100,-67.123
1583.110,-67.355
1583.120,-67.716
1583.130,-67.483
1583.140,-67.458
1583.150,-67.260
1583.160,-67.396
1583.170,-67.013
1583.180,-67.047
1583.190,-66.708
1583.200,-66.569
1583.210,-66.320
1583.220,-66.331
1583.230,-65.785
1583.240,-65.575
1583.250,-65.459
1583.260,-64.871
1583.270,-64.860
1583.280,-64.527
1583.290,-64.288
1583.300,-64.141
1583.310,-64.075
1583.320,-64.119
1583.330,-64.079
1583.340,-64.123
1583.350,-64.393
1583.360,-64.527
1583.370,-64.934
1583.380,-65.130
1583.390,-65.402
1583.400,-65.765
1583.410,-66.100
1583.420,-66.056
1583.430,-66.393
1583.440,-66.853
1583.450,-66.844
1583.460,-67.111
1583.470,-67.367
1583.480,-67.321
1583.490,-67.359
1583.500,-67.711
1583.510,-67.540
1583.520,-67.663
1583.530,-67.493
1583.540,-67.422
1583.550,-67.054
1583.560,-67.222
1583.570,-67.201
1583.580,-66.687
1583.590,-66.632
1583.600,-66.464
1583.610,-66.235
1583.620,-66.077
1583.630,-65.918
1583.640,-65.406
1583.650,-65.348
1583.660,-65.111
1583.670,-64.858
1583.680,-64.607
1583.690,-64.378
1583.700,-64.454
1583.710,-64.491
1583.720,-64.527
1583.730,-64.478
1583.740,-64.692
1583.750,-64.920
1583.760,-65.175
1583.770,-65.344
1583.780,-65.603
1583.790,-66.055
1583.800,-66.047
1583.810,-66.254
1583.820,-66.480
1583.830,-66.463
1583.840,-67.214
1583.850,-67.195
1583.860,-67.368
1583.870,-67.399
1583.880,-67.590
1583.890,-67.457
1583.900,-67.509
1583.910,-67.712
1583.920,-67.302
1583.930,-67.165
1583.940,-67.374
1583.950,-67.172
1583.960,-67.272
1583.970,-66.709
1583.980,-66.588
1583.990,-66.423
1584.000,-66.344
1584.010,-66.033
1584.020,-65.673
1584.030,-65.548
1584.040,-65.164
1584.050,-65.094
1584.060,-65.149
1584.070,-65.092
1584.080,-64.987
1584.090,-64.838
1584.100,-64.921
1584.110,-65.262
1584.120,-65.024
1584.130,-65.228
1584.140,-65.516
1584.150,-65.667
1584.160,-65.828
1584.170,-66.126
1584.180,-66.275
1584.190,-66.323
1584.200,-66.553
1584.210,-66.786
1584.220,-67.101
1584.230,-66.942
1584.240,-67.247
1584.250,-67.181
1584.260,-67.331
1584.270,-67.333
1584.280,-67.361
1584.290,-67.410
1584.300,-67.121
1584.310,-67.040
1584.320,-66.907
1584.330,-67.104
1584.340,-67.046
1584.350,-66.799
1584.360,-66.432
1584.370,-66.569
1584.380,-66.175
1584.390,-66.259
1584.400,-66.007
1584.410,-65.751
1584.420,-65.769
1584.430,-65.728
1584.440,-65.664
1584.450,-65.559
1584.460,-65.748
1584.470,-65.779
1584.480,-65.768
1584.490,-65.889
1584.500,-65.909
1584.510,-66.180
1584.520,-65.969
1584.530,-66.244
1584.540,-66.392
1584.550,-66.476
1584.560,-66.646
1584.570,-66.842
1584.580,-66.748
1584.590,-66.869
1584.600,-67.103
1584.610,-66.943
1584.620,-67.046
1584.630,-67.101
1584.640,-67.027
1584.650,-66.921
1584.660,-66.937
1584.670,-67.040
1584.680,-66.783
1584.690,-66.742
1584.700,-66.532
1584.710,-66.690
1584.720,-66.561
1584.730,-66.453
1584.740,-66.010
1584.750,-66.122
1584.760,-65.984
1584.770,-65.959
1584.780,-65.840
1584.790,-65.623
1584.800,-66.038
1584.810,-66.000
1584.820,-65.948
1584.830,-65.891
1584.840,-66.097
1584.850,-66.154
1584.860,-66.274
1584.870,-66.345
1584.880,-66.296
1584.890,-66.781
1584.900,-66.703
1584.910,-66.934
1584.920,-66.889
1584.930,-67.131
1584.940,-67.200
1584.950,-67.281
1584.960,-67.146
1584.970,-67.129
1584.980,-67.187
1584.990,-67.097
1585.000,-67.104
1585.010,-67.239
1585.020,-67.312
1585.030,-67.402
1585.040,-67.145
1585.050,-67.016
1585.060,-66.684
1585.070,-66.418
1585.080,-66.659
1585.090,-66.503
1585.100,-66.150
1585.110,-66.191
1585.120,-65.974
1585.130,-66.062
1585.140,-65.744
1585.150,-65.739
1585.160,-65.827
1585.170,-65.765
1585.180,-65.812
1585.190,-65.765
1585.200,-65.829
1585.210,-65.781
1585.220,-65.950
1585.230,-66.053
1585.240,-66.259
1585.250,-66.386
1585.260,-66.463
1585.270,-66.608
1585.280,-66.729
1585.290,-66.863
1585.300,-66.817
1585.310,-67.126
1585.320,-66.928
1585.330,-67.270
1585.340,-67.522
1585.350,-67.661
1585.360,-67.541
1585.370,-67.599
1585.380,-67.615
1585.390,-67.578
1585.400,-67.687
1585.410,-67.458
1585.420,-67.225
1585.430,-67.180
1585.440,-67.183
1585.450,-66.959
1585.460,-66.969
1585.470,-66.659
1585.480,-66.446
1585.490,-66.130
1585.500,-66.079
1585.510,-65.791
1585.520,-65.849
1585.530,-65.860
1585.540,-65.803
1585.550,-65.665
1585.560,-65.708
1585.570,-65.541
1585.580,-65.543
1585.590,-65.496
1585.600,-65.780
1585.610,-65.973
1585.620,-66.016
1585.630,-66.116
1585.640,-66.097
1585.650,-66.410
1585.660,-66.552
1585.670,-66.616
1585.680,-66.855
1585.690,-67.338
1585.700,-67.300
1585.710,-67.341
1585.720,-67.408
1585.730,-67.467
1585.740,-67.646
1585.750,-67.504
1585.760,-67.426
1585.770,-67.805
1585.780,-67.497
1585.790,-67.439
1585.800,-67.478
1585.810,-67.583
1585.820,-67.228
1585.830,-67.593
1585.840,-67.208
1585.850,-67.147
1585.860,-66.822
1585.870,-66.758
1585.880,-66.519
1585.890,-66.616
1585.900,-66.326
1585.910,-66.347
1585.920,-66.006
1585.930,-65.878
1585.940,-65.825
1585.950,-65.750
1585.960,-65.936
1585.970,-65.589
1585.980,-65.620
1585.990,-65.591
1586.000,-65.761
1586.010,-65.874
1586.020,-65.867
1586.030,-66.055
1586.040,-66.248
1586.050,-66.356
1586.060,-66.555
1586.070,-66.630
1586.080,-66.885
1586.090,-67.125
1586.100,-66.815
1586.110,-67.268
1586.120,-67.264
1586.130,-67.481
1586.140,-67.534
1586.150,-67.387
1586.160,-67.484
1586.170,-67.486
1586.180,-67.525
1586.190,-67.584
1586.200,-67.645
1586.210,-67.300
1586.220,-67.113
1586.230,-67.245
1586.240,-67.435
1586.250,-67.115
1586.260,-66.861
1586.270,-66.851
1586.280,-66.713
1586.290,-66.473
1586.300,-66.293
1586.310,-66.314
1586.320,-66.121
1586.330,-66.028
1586.340,-66.063
1586.350,-66.021
1586.360,-66.093
1586.370,-65.958
1586.380,-65.835
1586.390,-65.943
1586.400,-66.065
1586.410,-66.416
1586.420,-66.296
1586.430,-66.373
1586.440,-66.444
1586.450,-66.712
1586.460,-66.762
1586.470,-66.944
1586.480,-66.967
1586.490,-67.259
1586.500,-67.592
1586.510,-67.773
1586.520,-67.436
1586.530,-67.624
1586.540,-67.340
1586.550,-67.436
1586.560,-67.628
1586.570,-67.525
1586.580,-67.564
1586.590,-67.154
1586.600,-67.481
1586.610,-67.404
1586.620,-66.920
1586.630,-67.154
1586.640,-67.208
1586.650,-66.999
1586.660,-66.573
1586.670,-66.688
1586.680,-66.732
1586.690,-66.401
1586.700,-66.646
1586.710,-66.315
1586.720,-66.067
1586.730,-66.277
1586.740,-66.153
1586.750,-66.384
1586.760,-66.429
1586.770,-66.417
1586.780,-66.330
1586.790,-66.511
1586.800,-66.620
1586.810,-66.730
1586.820,-66.779
1586.830,-66.758
1586.840,-66.954
1586.850,-67.381
1586.860,-67.728
1586.870,-67.351
1586.880,-67.750
1586.890,-67.600
1586.900,-67.510
1586.910,-67.381
1586.920,-67.689
1586.930,-67.396
1586.940,-67.610
1586.950,-67.358
1586.960,-67.577
1586.970,-67.510
1586.980,-67.543
1586.990,-67.481
1587.000,-67.318
1587.010,-67.237
1587.020,-67.096
1587.030,-67.142
1587.040,-67.119
1587.050,-66.807
1587.060,-66.709
1587.070,-66.541
1587.080,-66.469
1587.090,-66.606
1587.100,-66.392
1587.110,-66.465
1587.120,-66.341
1587.130,-66.378
1587.140,-66.737
1587.150,-66.552
1587.160,-66.669
1587.170,-66.850
1587.180,-66.870
1587.190,-67.171
1587.200,-67.367
1587.210,-67.608
1587.220,-67.279
1587.230,-67.613
1587.240,-67.543
1587.250,-67.861
1587.260,-68.025
1587.270,-68.129
1587.280,-68.051
1587.290,-67.713
1587.300,-67.873
1587.310,-68.100
1587.320,-67.768
1587.330,-68.206
1587.340,-67.636
1587.350,-67.713
1587.360,-67.398
1587.370,-67.072
1587.380,-67.279
1587.390,-66.984
1587.400,-67.170
1587.410,-66.851
1587.420,-66.535
1587.430,-66.655
1587.440,-66.563
1587.450,-66.436
1587.460,-66.323
1587.470,-66.386
1587.480,-66.318
1587.490,-66.489
1587.500,-66.452
1587.510,-66.561
1587.520,-66.487
1587.530,-66.676
1587.540,-66.871
1587.550,-67.041
1587.560,-67.179
1587.570,-67.441
1587.580,-67.282
1587.590,-67.611
1587.600,-67.709
1587.610,-68.081
1587.620,-67.820
1587.630,-67.978
1587.640,-68.124
1587.650,-68.390
1587.660,-68.247
1587.670,-68.121
1587.680,-67.977
1587.690,-68.077
1587.700,-68.128
1587.710,-68.151
1587.720,-67.826
1587.730,-67.735
1587.740,-67.637
1587.750,-67.304
1587.760,-67.146
1587.770,-67.145
1587.780,-66.630
1587.790,-66.662
1587.800,-66.813
1587.810,-66.528
1587.820,-66.401
1587.830,-66.351
1587.840,-66.135
1587.850,-66.147
1587.860,-65.987
1587.870,-66.240
1587.880,-66.318
1587.890,-66.301
1587.900,-66.541
1587.910,-66.765
1587.920,-66.831
1587.930,-66.998
1587.940,-67.313
1587.950,-67.523
1587.960,-67.729
1587.970,-67.773
1587.980,-67.938
1587.990,-68.178
1588.000,-67.956
1588.010,-68.643
1588.020,-68.522
1588.030,-68.209
1588.040,-68.669
1588.050,-68.644
1588.060,-68.557
1588.070,-68.371
1588.080,-68.231
1588.090,-68.292
1588.100,-68.332
1588.110,-68.068
1588.120,-67.780
1588.130,-67.692
1588.140,-67.492
1588.150,-67.182
1588.160,-67.104
1588.170,-66.960
1588.180,-66.539
1588.190,-66.253
1588.200,-66.298
1588.210,-66.106
1588.220,-66.056
1588.230,-65.927
1588.240,-66.107
1588.250,-65.971
1588.260,-66.335
1588.270,-66.131
1588.280,-66.416
1588.290,-66.536
1588.300,-66.782
1588.310,-66.969
1588.320,-67.284
1588.330,-67.348
1588.340,-67.457
1588.350,-67.766
1588.360,-67.802
1588.370,-68.082
1588.380,-68.113
1588.390,-68.116
1588.400,-68.343
1588.410,-68.342
1588.420,-68.622
1588.430,-68.530
1588.440,-68.546
1588.450,-68.721
1588.460,-68.603
1588.470,-68.319
1588.480,-68.506
1588.490,-68.223
1588.500,-67.874
1588.510,-67.669
1588.520,-67.582
1588.530,-67.154
1588.540,-67.447
1588.550,-66.992
1588.560,-67.123
1588.570,-66.758
1588.580,-66.523
1588.590,-66.437
1588.600,-66.439
1588.610,-66.389
1588.620,-66.564
1588.630,-66.168
1588.640,-66.417
1588.650,-66.384
1588.660,-66.611
1588.670,-66.787
1588.680,-66.966
1588.690,-66.880
1588.700,-67.185
1588.710,-67.535
1588.720,-67.849
1588.730,-67.707
1588.740,-67.878
1588.750,-68.178
1588.760,-68.229
1588.770,-68.413
1588.780,-68.662
1588.790,-68.260
1588.800,-68.231
1588.810,-68.564
1588.820,-68.645
1588.830,-68.455
1588.840,-68.388
1588.850,-67.998
1588.860,-68.337
1588.870,-67.922
1588.880,-67.903
1588.890,-67.595
1588.900,-67.480
1588.910,-67.680
1588.920,-67.260
1588.930,-66.998
1588.940,-66.785
1588.950,-66.818
1588.960,-66.680
1588.970,-66.610
1588.980,-66.615
1588.990,-66.682
1589.000,-66.545
1589.010,-66.544
1589.020,-66.692
1589.030,-66.716
1589.040,-67.095
1589.050,-67.097
1589.060,-67.196
1589.070,-67.170
1589.080,-67.519
1589.090,-67.698
1589.100,-67.936
1589.110,-67.688
1589.120,-68.153
1589.130,-68.231
1589.140,-68.429
1589.150,-68.663
1589.160,-68.619
1589.170,-68.396
1589.180,-68.311
1589.190,-68.454
1589.200,-68.616
1589.210,-68.219
1589.220,-68.021
1589.230,-67.885
1589.240,-68.060
1589.250,-67.571
1589.260,-67.729
1589.270,-67.527
1589.280,-67.413
1589.290,-67.283
1589.300,-67.267
1589.310,-67.239
1589.320,-66.904
1589.330,-66.720
1589.340,-67.031
1589.350,-66.517
1589.360,-66.744
1589.370,-66.736
1589.380,-66.784
1589.390,-67.193
1589.400,-66.905
1589.410,-66.848
1589.420,-67.532
1589.430,-67.779
1589.440,-67.520
1589.450,-67.666
1589.460,-68.010
1589.470,-67.947
1589.480,-68.272
1589.490,-68.311
1589.500,-68.174
1589.510,-68.534
1589.520,-68.655
1589.530,-68.701
1589.540,-68.850
1589.550,-68.728
1589.560,-68.781
1589.570,-68.669
1589.580,-68.388
1589.590,-68.481
1589.600,-68.169
1589.610,-68.267
1589.620,-67.922
1589.630,-68.171
1589.640,-67.753
1589.650,-67.685
1589.660,-67.500
1589.670,-67.103
1589.680,-67.252
1589.690,-67.113
1589.700,-67.120
1589.710,-66.434
1589.720,-66.952
1589.730,-66.806
1589.740,-66.790
1589.750,-66.975
1589.760,-67.016
1589.770,-67.035
1589.780,-67.356
1589.790,-67.532
1589.800,-67.680
1589.810,-67.947
1589.820,-68.210
1589.830,-68.085
1589.840,-68.603
1589.850,-68.423
1589.860,-68.570
1589.870,-68.739
